ID,Resource,Zone,Total_MW,Start_MW,Change_in_MW,Percent_MW,GWh,Percent_GWh
83,WECC_WYCO_solar_photovoltaic_1,6,2310.4,2310.4,0.0,2.056796937594587,3641.155744,0.46364242689292107
84,CA_N_naturalgas_ccavgcf_moderate_0,1,0.0,0.0,0.0,0.0,0.0,0.0
85,CA_N_naturalgas_ctavgcf_moderate_0,1,0.0,0.0,0.0,0.0,0.0,0.0
86,CA_N_battery_moderate_0,1,0.0,0.0,0.0,0.0,0.0,0.0
87,CA_N_nuclear_nuclear_moderate_0,1,0.0,0.0,0.0,0.0,0.0,0.0
88,CA_N_naturalgas_ccs100_moderate_0,1,0.0,0.0,0.0,0.0,0.0,0.0
89,CA_N_landbasedwind_class6_moderate_1,1,88.7,0.0,88.7,0.07896376747084484,419.07796289999976,0.05336281594009658
90,CA_N_landbasedwind_class6_moderate_2,1,3.2,0.0,3.2,0.0028487492210451347,12.175263999999997,0.0015503233989163888
91,CA_N_landbasedwind_class6_moderate_3,1,25.1,0.0,25.1,0.022344876702572777,129.8606982999999,0.016535664374432588
92,CA_N_landbasedwind_class6_moderate_4,1,65.2,0.0,65.2,0.05804326537879463,307.65904439999997,0.039175414629331745
93,CA_N_landbasedwind_class6_moderate_5,1,63.60000000000001,0.0,63.60000000000001,0.05661889076827207,138.51221399999994,0.017637295289852785
94,CA_N_landbasedwind_class6_moderate_6,1,13.0,0.0,13.0,0.011573043710495862,29.21253399999999,0.0037197448040420782
95,CA_N_landbasedwind_class6_moderate_7,1,67.6,0.0,67.6,0.060179827294578464,137.05043401378396,0.017451161197261582
96,CA_N_landbasedwind_class6_moderate_8,1,17.6,0.0,17.6,0.015668120715748243,79.31874719999995,0.01009996249419263
97,CA_N_landbasedwind_class6_moderate_9,1,15.0,0.0,15.0,0.01335351197364907,30.96114,0.003942401560994995
98,CA_N_landbasedwind_class6_moderate_10,1,102.9,0.0,102.9,0.09160509213923262,203.26125119999998,0.025882040326056333
99,CA_N_landbasedwind_class6_moderate_11,1,32.0,0.0,32.0,0.028487492210451347,138.429312,0.017626739057937248
100,CA_N_landbasedwind_class6_moderate_12,1,2.1,0.0,2.1,0.00186949167631087,6.924040199999996,0.0008816647866607007
101,CA_N_utilitypv_class5_moderate_1,1,0.0,0.0,0.0,0.0,0.0,0.0
102,CA_N_utilitypv_class5_moderate_2,1,0.0,0.0,0.0,0.0,0.0,0.0
103,CA_N_utilitypv_class5_moderate_3,1,0.0,0.0,0.0,0.0,0.0,0.0
104,CA_N_utilitypv_class5_moderate_4,1,0.0,0.0,0.0,0.0,0.0,0.0
105,CA_N_utilitypv_class5_moderate_5,1,0.0,0.0,0.0,0.0,0.0,0.0
106,CA_N_utilitypv_class5_moderate_6,1,0.0,0.0,0.0,0.0,0.0,0.0
107,CA_N_utilitypv_class5_moderate_7,1,0.0,0.0,0.0,0.0,0.0,0.0
108,CA_N_utilitypv_class5_moderate_8,1,0.0,0.0,0.0,0.0,0.0,0.0
109,CA_N_utilitypv_class5_moderate_9,1,0.0,0.0,0.0,0.0,0.0,0.0
110,CA_N_utilitypv_class5_moderate_10,1,0.0,0.0,0.0,0.0,0.0,0.0
111,CA_N_offshorewind_class8_moderate_floating_1_1,1,2749.1,0.0,2749.1,2.4473426511172436,10168.486475416858,1.2947926644057652
112,CA_N_offshorewind_class8_moderate_floating_1_2,1,2554.0,0.0,2554.0,2.273657972046648,9938.331438048177,1.2654861343944948
113,CA_N_offshorewind_class8_moderate_floating_1_3,1,1016.2489582291282,0.0,1016.2489582291282,0.9046995087947372,4067.8911261985063,0.5179802916133799
114,CA_N_offshorewind_class8_moderate_floating_1_4,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
115,CA_N_offshorewind_class8_moderate_floating_1_5,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
116,CA_N_offshorewind_class8_moderate_floating_0_1,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
117,CA_N_offshorewind_class8_moderate_floating_0_2,1,-0.0,0.0,-0.0,-0.0,0.0,0.0
118,CA_N_offshorewind_class8_moderate_floating_0_3,1,0.0,0.0,0.0,0.0,0.0,0.0
119,CA_N_offshorewind_class8_moderate_floating_0_4,1,0.0,0.0,0.0,0.0,0.0,0.0
120,CA_N_offshorewind_class8_moderate_floating_0_5,1,0.0,0.0,0.0,0.0,0.0,0.0
121,CA_S_naturalgas_ccavgcf_moderate_0,2,0.0,0.0,0.0,0.0,0.0,0.0
122,CA_S_naturalgas_ctavgcf_moderate_0,2,0.0,0.0,0.0,0.0,0.0,0.0
123,CA_S_battery_moderate_0,2,0.0,0.0,0.0,0.0,0.0,0.0
124,CA_S_nuclear_nuclear_moderate_0,2,0.0,0.0,0.0,0.0,0.0,0.0
125,CA_S_naturalgas_ccs100_moderate_0,2,0.0,0.0,0.0,0.0,0.0,0.0
126,CA_S_landbasedwind_class6_moderate_1,2,112.5,0.0,112.5,0.10015133980236803,323.31048749999997,0.041168373341745584
127,CA_S_landbasedwind_class6_moderate_2,2,115.3,0.0,115.3,0.1026439953707825,395.65068170000006,0.05037972972386722
128,CA_S_landbasedwind_class6_moderate_3,2,10.4,0.0,10.4,0.009258434968396689,43.8677616,0.005585851548398938
129,CA_S_landbasedwind_class6_moderate_4,2,136.5,0.0,136.5,0.12151695896020653,320.0362620000002,0.04075145356029539
130,CA_S_landbasedwind_class6_moderate_5,2,57.5,0.0,57.5,0.05118846256565477,178.905845,0.02278077236817277
131,CA_S_landbasedwind_class6_moderate_6,2,20.9,0.0,20.9,0.01860589334995104,69.69234580000001,0.008874195616547809
132,CA_S_landbasedwind_class6_moderate_7,2,0.0,0.0,0.0,0.0,0.0,0.0
133,CA_S_landbasedwind_class6_moderate_8,2,29.2,0.0,29.2,0.025994836642036858,92.39323840000003,0.011764787966255212
134,CA_S_landbasedwind_class6_moderate_9,2,102.9,0.0,102.9,0.09160509213923262,217.69482840000006,0.027719923468732026
135,CA_S_landbasedwind_class6_moderate_10,2,46.99999999999999,0.0,46.99999999999999,0.04184100418410041,134.95772699999998,0.017184688728940096
136,CA_S_landbasedwind_class6_moderate_11,2,83.8,0.0,83.8,0.07460162022611946,170.52227360000012,0.021713259835556966
137,CA_S_landbasedwind_class6_moderate_12,2,85.7,0.0,85.7,0.07629306507611502,177.88594739999996,0.022650904866837383
138,CA_S_landbasedwind_class6_moderate_13,2,143.0,0.0,143.0,0.12730348081545448,502.55948600000005,0.0639928407706965
139,CA_S_landbasedwind_class6_moderate_14,2,52.2,0.0,52.2,0.04647022166829876,141.55099314041252,0.018024234776792915
140,CA_S_landbasedwind_class6_moderate_15,2,11.7,0.0,11.7,0.010415739339446273,23.780753099999995,0.0030280951587401675
141,CA_S_utilitypv_class5_moderate_1,2,0.0,0.0,0.0,0.0,0.0,0.0
142,CA_S_utilitypv_class5_moderate_2,2,0.0,0.0,0.0,0.0,0.0,0.0
143,CA_S_utilitypv_class5_moderate_3,2,0.0,0.0,0.0,0.0,0.0,0.0
144,CA_S_utilitypv_class5_moderate_4,2,0.0,0.0,0.0,0.0,0.0,0.0
145,CA_S_utilitypv_class5_moderate_5,2,0.0,0.0,0.0,0.0,0.0,0.0
146,CA_S_utilitypv_class5_moderate_6,2,0.0,0.0,0.0,0.0,0.0,0.0
147,CA_S_utilitypv_class5_moderate_7,2,0.0,0.0,0.0,0.0,0.0,0.0
148,CA_S_utilitypv_class5_moderate_8,2,0.0,0.0,0.0,0.0,0.0,0.0
149,CA_S_utilitypv_class5_moderate_9,2,0.0,0.0,0.0,0.0,0.0,0.0
150,CA_S_utilitypv_class5_moderate_10,2,0.0,0.0,0.0,0.0,0.0,0.0
151,CA_S_offshorewind_class8_moderate_floating_0_1,2,0.0,0.0,0.0,0.0,0.0,0.0
152,CA_S_offshorewind_class8_moderate_floating_0_2,2,13078.218899020616,0.0,13078.218899020616,11.642676844138357,38280.37423235619,4.874387930454552
153,CA_S_offshorewind_class8_moderate_floating_0_3,2,0.0,0.0,0.0,0.0,0.0,0.0
154,CA_S_offshorewind_class8_moderate_floating_0_4,2,0.0,0.0,0.0,0.0,0.0,0.0
155,CA_S_offshorewind_class8_moderate_floating_0_5,2,0.0,0.0,0.0,0.0,0.0,0.0
156,WECC_N_naturalgas_ccavgcf_moderate_0,3,0.0,0.0,0.0,0.0,0.0,0.0
157,WECC_N_naturalgas_ctavgcf_moderate_0,3,0.0,0.0,0.0,0.0,0.0,0.0
158,WECC_N_battery_moderate_0,3,0.0,0.0,0.0,0.0,0.0,0.0
159,WECC_N_nuclear_nuclear_moderate_0,3,0.0,0.0,0.0,0.0,0.0,0.0
160,WECC_N_naturalgas_ccs100_moderate_0,3,0.0,0.0,0.0,0.0,0.0,0.0
161,WECC_N_landbasedwind_class6_moderate_1,3,0.0,0.0,0.0,0.0,0.0,0.0
162,WECC_N_landbasedwind_class6_moderate_2,3,0.0,0.0,0.0,0.0,0.0,0.0
163,WECC_N_landbasedwind_class6_moderate_3,3,12799.076550201225,0.0,12799.076550201225,11.394174797650873,47158.66633544596,6.004895161331407
164,WECC_N_landbasedwind_class6_moderate_4,3,0.0,0.0,0.0,0.0,0.0,0.0
165,WECC_N_landbasedwind_class6_moderate_5,3,0.0,0.0,0.0,0.0,0.0,0.0
166,WECC_N_landbasedwind_class6_moderate_6,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
167,WECC_N_landbasedwind_class6_moderate_7,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
168,WECC_N_landbasedwind_class6_moderate_8,3,0.0,0.0,0.0,0.0,0.0,0.0
169,WECC_N_landbasedwind_class6_moderate_9,3,0.0,0.0,0.0,0.0,0.0,0.0
170,WECC_N_landbasedwind_class6_moderate_10,3,0.0,0.0,0.0,0.0,0.0,0.0
171,WECC_N_landbasedwind_class6_moderate_11,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
172,WECC_N_landbasedwind_class6_moderate_12,3,-0.0,0.0,-0.0,-0.0,0.0,0.0
173,WECC_N_landbasedwind_class6_moderate_13,3,0.0,0.0,0.0,0.0,0.0,0.0
174,WECC_N_landbasedwind_class6_moderate_14,3,744.195007592936,0.0,744.195007592936,0.6625077963081422,1451.3870781889207,0.1848107234636698
175,WECC_N_landbasedwind_class6_moderate_15,3,16810.997267515686,0.0,16810.997267515686,14.9657235533835,31967.89915474346,4.070596093341241
176,WECC_N_utilitypv_class5_moderate_1,3,0.0,0.0,0.0,0.0,0.0,0.0
177,WECC_N_utilitypv_class5_moderate_2,3,0.0,0.0,0.0,0.0,0.0,0.0
178,WECC_N_utilitypv_class5_moderate_3,3,0.0,0.0,0.0,0.0,0.0,0.0
179,WECC_N_utilitypv_class5_moderate_4,3,0.0,0.0,0.0,0.0,0.0,0.0
180,WECC_N_utilitypv_class5_moderate_5,3,0.0,0.0,0.0,0.0,0.0,0.0
181,WECC_N_utilitypv_class5_moderate_6,3,0.0,0.0,0.0,0.0,0.0,0.0
182,WECC_N_utilitypv_class5_moderate_7,3,0.0,0.0,0.0,0.0,0.0,0.0
183,WECC_N_utilitypv_class5_moderate_8,3,0.0,0.0,0.0,0.0,0.0,0.0
184,WECC_N_utilitypv_class5_moderate_9,3,0.0,0.0,0.0,0.0,0.0,0.0
185,WECC_N_utilitypv_class5_moderate_10,3,0.0,0.0,0.0,0.0,0.0,0.0
186,WECC_NMAZ_naturalgas_ccavgcf_moderate_0,4,0.0,0.0,0.0,0.0,0.0,0.0
187,WECC_NMAZ_naturalgas_ctavgcf_moderate_0,4,0.0,0.0,0.0,0.0,0.0,0.0
188,WECC_NMAZ_battery_moderate_0,4,0.0,0.0,0.0,0.0,0.0,0.0
189,WECC_NMAZ_nuclear_nuclear_moderate_0,4,0.0,0.0,0.0,0.0,0.0,0.0
190,WECC_NMAZ_naturalgas_ccs100_moderate_0,4,0.0,0.0,0.0,0.0,0.0,0.0
191,WECC_NMAZ_landbasedwind_class6_moderate_1,4,-0.0,0.0,-0.0,-0.0,0.0,0.0
192,WECC_NMAZ_landbasedwind_class6_moderate_2,4,-0.0,0.0,-0.0,-0.0,0.0,0.0
193,WECC_NMAZ_landbasedwind_class6_moderate_3,4,19387.917048039926,0.0,19387.917048039926,17.25978549634107,21885.52445733431,2.7867683742843106
194,WECC_NMAZ_landbasedwind_class6_moderate_4,4,19174.2,0.0,19174.2,17.069527285676134,8173.621180481301,1.040778760113847
195,WECC_NMAZ_landbasedwind_class6_moderate_5,4,20690.4,0.0,20690.4,18.41930027597258,9624.851350037758,1.2255695037951975
196,WECC_NMAZ_landbasedwind_class6_moderate_6,4,21538.7,0.0,21538.7,19.174485889789015,13447.758908082855,1.7123550912889578
